Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag,Abs Mag,Photometry/Distance Note,General Note,StarSub Spectrum Name,NED Name,AGC#,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Raw Spectrum,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,Note,Spectrum Quality,EXP Time,,,,,,,,,,,
103438.78+070153.6,158.66162,7.03158,3770,0.012577,57.375,18.09243,-15.701183,-,,t281419573943599104_ssub.fits,SDSS J103438.79+070153.7,,SDSS,158.6616,7.03155,0.0126058999449015,999,551,http://das.sdss.org/spectro/1d_26/0999/1d/spSpec-52636-0999-551.fit,281419573943599104.fit,281419573943599104,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155636.84+061138.6,239.15351,6.19406,1918,0.006397,32.7519,16.877394,-15.6987885,-,,t513075781514035200_ssub.fits,SDSS J155636.84+061138.6,252891,SDSS,239.15351,6.1940643,0.00639439979568124,1822,464,http://das.sdss.org/spectro/1d_26/1822/1d/spSpec-53172-1822-464.fit,513075781514035200.fit,513075781514035200,n,239.15875,6.193055556,239.1533333,6.194166667,1933,,155638.1+061135,155636.8+061139,81( 11),2.36(0.06),25,2.32,31,8.73,,,,,,,,,,,,,,,,,,,,
111359.29+111944.0,168.49708,11.32889,2969,0.009904,46.7265,17.65,-15.70,-,,,LEDA 166109,212824,NED,,,,,,,,,,168.4895833,11.32916667,168.4975,11.33027778,2933,KK100,111357.5+111945,111359.4+111949,116( 10),2.35(0.07),21.3,2.28,44.5,9.04,Palomar2010 N1 37,,,,Palomar2010 N1 37,,pilot,,,,,,,,,,,,,
130852.33+055949.0,197.2180525,5.99697164,3569,0.011905,56.4948,18.063438,-15.69660438,-,,,,238686,ALFALFA,,,,,,,,,,197.21875,5.996111111,197.2183333,5.9975,3569,,130852.5+055946,130852.4+055951,116(  2),1.11(0.05),12.2,1.87,52.9,8.86,,,,,,,,,,,,,,,,,,,,
103113.30+042821.1,157.80544,4.47253,1176,0.003924,18.8466,15.688987,-15.687178,-,,,UGC 05708,5708,NED,,,,,,,,,,157.805,4.470277778,157.805,4.471944444,1176,037-061,103113.2+042813,103113.2+042819,169(  2),34.11(0.10),216.6,2.7,19.1,9.47,,,,,,,,,,,,,,,,,,,,
114940.09+122338.2,177.41708,12.39397,3215,0.010725,50.9393,17.84902,-15.68624486,-,,t453121482629840896_ssub.fits,SDSS J114940.10+122338.3,215158,SDSS,177.41708,12.393978,0.0107530998066068,1609,465,http://das.sdss.org/spectro/1d_26/1609/1d/spSpec-53142-1609-465.fit,453121482629840896.fit,453121482629840896,n,177.425,12.40111111,177.4170833,12.39388889,3201,,114942.0+122404,114940.1+122338,130(  4),0.77(0.05),8,1.79,48.2,8.63,,,,,,,pilot,,,,,,,,,,,,,
154311.47+152453.0,235.79782,15.41475,3563.633587,0.0118871,56.967,18.094254,-15.68386275,-,,t708986964476428288_ssub.fits,,,SDSS,235.79782,15.41475,0.0118870995938778,2518,288,http://das.sdss.org/spectro/1d_26/2518/1d/spSpec-54243-2518-288.fit,708986964476428288.fit,708986964476428288,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114603.18+143837.6,176.51326,14.6438,3124,0.010421,49.5591,17.799435,-15.67618205,-,,t496188325908971520_ssub.fits,SDSS J114603.18+143837.6,,SDSS,176.51326,14.643798,0.0104344002902508,1762,302,http://das.sdss.org/spectro/1d_26/1762/1d/spSpec-53415-1762-302.fit,496188325908971520.fit,496188325908971520,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
104856.87+121141.7,162.23696,12.19492,1430,0.00477,25.3727,16.349726,-15.672107,-,,,MRK 1263,200598,SDSS,162.23729,12.193901,0.00440941983833909,1601,547,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-547.fit,450869567195971584.fit,450869567195971584,n,162.235,12.1975,162.2366667,12.19444444,1321,066-025,104856.4+121151,104856.8+121140,125(  9),4.75(0.07),42.6,2.22,17.5,8.53,,,,,,,pilot,,,,,,,,,,,,,
111626.27+042011.4,169.1095,4.3365,1109,0.003699,18.7873,15.701874,-15.66744785,-,,t235256344637079552_ssub.fits,CGCG 039-094,212132,SDSS,169.10988,4.3365962,0.00356690003536642,835,149,http://das.sdss.org/spectro/1d_26/0835/1d/spSpec-52326-0835-149.fit,235256344637079552.fit,235256344637079552,n,169.1154167,4.337222222,169.1095833,4.336388889,1104,039-094,111627.7+042014,111626.3+042011,155(  5),2.37(0.08),17.1,2.48,18.6,8.28,,,,,,,,,,,,,,,,,,,,
093148.40+102429.7,142.95167,10.40825,3221,0.010744,48.4679,17.760963,-15.66630802,-,,t490275791922266112_ssub.fits,SDSS J093148.40+102429.7,,SDSS,142.95167,10.408254,0.010755299590528,1741,206,http://das.sdss.org/spectro/1d_26/1741/1d/spSpec-53052-1741-206.fit,490275791922266112.fit,490275791922266112,n,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,
084657.67+132552.7,131.74031,13.431331,2187.17784,0.0072957,33.4055,16.954178,-15.664912,-,,t683652319409078272_ssub.fits,,182461,SDSS,131.74031,13.431331,0.00729569979012012,2428,577,http://das.sdss.org/spectro/1d_26/2428/1d/spSpec-53801-2428-577.fit,683652319409078272.fit,683652319409078272,n,131.7379167,13.43305556,131.7404167,13.43138889,2218,,084657.1+132559,084657.7+132553,89(  4),1.03(0.05),11.7,2.06,34.2,8.45,,,,,,,,,,,,,,,,,,,,
155131.01+041158.1,237.87921,4.1994936,4071.567848,0.0135814,64.1381,18.377628,-15.65795245,-,,t830867128293785600_ssub.fits,,,SDSS,237.87921,4.1994936,0.0135813998058438,2951,278,http://das.sdss.org/spectro/1d_26/2951/1d/spSpec-54592-2951-278.fit,830867128293785600.fit,830867128293785600,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154926.49+053416.4,237.36039,5.5712229,3741.259154,0.0124796,59.433,18.21381,-15.65632826,-,,t830585512627535872_ssub.fits,,,SDSS,237.36039,5.5712229,0.0124795995652676,2950,527,http://das.sdss.org/spectro/1d_26/2950/1d/spSpec-54559-2950-527.fit,830585512627535872.fit,830585512627535872,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143944.46+052111.9,219.93525,5.35331,1788,0.005964,30.2956,16.750608,-15.65628979,-,,t514766055390838784_ssub.fits,SDSS J143944.46+052111.9,,SDSS,219.93525,5.3533116,0.00593023002147675,1828,8,http://das.sdss.org/spectro/1d_26/1828/1d/spSpec-53504-1828-008.fit,514766055390838784.fit,514766055390838784,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
084236.58+103313.9,130.65243,10.553878,3156.878768,0.0105303,46.6856,17.701054,-15.64486072,-,,t724467307371298816_ssub.fits,,,SDSS,130.65243,10.553878,0.0105303004384041,2573,493,http://das.sdss.org/spectro/1d_26/2573/1d/spSpec-54061-2573-493.fit,724467307371298816.fit,724467307371298816,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
095612.70+153637.0,149.05292,15.61028,4580,0.015277,68.1319,18.52354,-15.6432125,-,,t727563926719430656_ssub.fits,LSBC D637-07,191819,SDSS,149.05293,15.610293,0.0153486002236605,2584,366,http://das.sdss.org/spectro/1d_26/2584/1d/spSpec-54153-2584-366.fit,727563926719430656.fit,727563926719430656,n,149.0570833,15.60555556,149.0541667,15.60888889,4574,F637-7,095613.7+153620,095613.0+153632,135(  4),1.59(0.07),14.3,2.13,67.9,9.24,,,,,,,pilot,,,,,,,,,,,,,
115900.74+044010.7,179.75311,4.66964,1602,0.005345,29.0485,16.677675,-15.63794356,-,,t236945405051404288_ssub.fits,SDSS J115900.74+044010.7,213178,SDSS,179.75312,4.6696351,0.00534750986844301,841,173,http://das.sdss.org/spectro/1d_26/0841/1d/spSpec-52375-0841-173.fit,236945405051404288.fit,236945405051404288,n,179.75375,4.679722222,179.7533333,4.669444444,1604,,115900.9+044047,115900.8+044010,58( 11),0.47(0.05),6.1,2.22,26.5,7.89,,,,,,,,,,,,,,,,,,,,
094458.91+082211.5,146.2455,8.36987,1754,0.00585,28.0777,16.605555,-15.63625265,-,,t347566571230593024_ssub.fits,2MASX J09445892+0822116,191869,SDSS,146.24553,8.3698939,0.0058088400401175,1234,504,http://das.sdss.org/spectro/1d_26/1234/1d/spSpec-52724-1234-504.fit,347566571230593024.fit,347566571230593024,n,146.2425,8.363055556,146.2454167,8.37,1733,,094458.2+082147,094458.9+082212,163(  5),4.77(0.08),35.7,2.33,27.3,8.92,,,,,,,,,,,,,,,,,,,,
091452.04+071447.2,138.7168737,7.2464603,3647,0.012165182,54.0493,18.029264,-15.63468637,-,,,,198451,ALFALFA,,,,,,,,,,138.7133333,7.245555556,138.7166667,7.246388889,3647,,091451.2+071444,091452.0+071447,141(  3),1.26(0.07),10,2.36,55.2,8.96,,,,,,,,,,,,,,,,,,,,
112710.93+084351.6,171.79556,8.7310275,1025.72551,0.00342148,13.7062,15.060133,-15.62445232,-,,t344470589722853376_ssub.fits,,210340,SDSS,171.79556,8.7310275,0.00342148006893694,1223,128,http://das.sdss.org/spectro/1d_26/1223/1d/spSpec-52781-1223-128.fit,344470589722853376.fit,344470589722853376,n,171.7933333,8.7275,171.7958333,8.731388889,1046,I2828,112710.4+084339,112711.0+084353,45(  2),2.96(0.05),41.7,2.32,18,8.35,,,,,,,,,,,,,,,,,,,,
080140.38+084721.1,120.41826,8.7892021,4307.442601,0.0143682,61.5163,18.326309,-15.61864203,-,,t681120494744764416_ssub.fits,,,SDSS,120.41826,8.7892021,0.0143681997433305,2419,202,http://das.sdss.org/spectro/1d_26/2419/1d/spSpec-54139-2419-202.fit,681120494744764416.fit,681120494744764416,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100917.36+052414.6,152.32237,5.40408,1715,0.005721,27.7148,16.6,-15.61355874,-,,t280575168546340864_ssub.fits,FGC 120A,205076,SDSS,152.32235,5.4040357,0.00564270000904799,996,88,http://das.sdss.org/spectro/1d_26/0996/1d/spSpec-52641-0996-088.fit,280575168546340864.fit,280575168546340864,n,152.3216667,5.409722222,152.3225,5.404166667,1701,FGC120A,100917.2+052435,100917.4+052415,83( 14),1.09(0.06),11.6,2.28,26.8,8.27,,,,,,,,,,,,,,,,,,,,
102339.35+123725.6,155.914,12.62378,2723,0.009083,42.3778,17.522943,-15.61274904,-,,t491683209159901184_ssub.fits,SDSS J102339.36+123725.6,,SDSS,155.914,12.623774,0.00905431993305683,1746,64,http://das.sdss.org/spectro/1d_26/1746/1d/spSpec-53062-1746-064.fit,491683209159901184.fit,491683209159901184,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
155135.01+080152.4,237.8958762,8.03124951,5082,0.016951866,78.1821,18.855173,-15.61036366,-,,,,258173,ALFALFA,,,,,,,,,,237.8970833,8.028888889,237.8958333,8.031111111,5082,HIPASS,155135.3+080144,155135.0+080152,118(  3),2.17(0.06),25.1,1.77,75.4,9.46,,,,,,,,,,,,,,,,,,,,
075348.83+100853.3,118.4534915,10.14814846,1942,0.006477868,28.9479,16.698761,-15.60932432,-,,,,174616,ALFALFA,,,,,,,,,,118.44875,10.15138889,118.4533333,10.1475,1942,,075347.7+100905,075348.8+100851,55(  8),1.15(0.07),10.5,3.24,29.9,8.38,,,,,,,,,,,,,,,,,,,,
084734.83+114331.5,131.89515,11.72542,4006,0.013363,58.4251,18.242634,-15.5903633,-,,,SDSS J084734.66+114336.6,,NED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114457.54+132314.9,176.23975,13.38749,3222,0.010749,50.8319,17.942394,-15.588288,-,,t452839990922051584_ssub.fits,SDSS J114457.54+132314.9,,SDSS,176.23975,13.387487,0.0107362000271678,1608,572,http://das.sdss.org/spectro/1d_26/1608/1d/spSpec-53138-1608-572.fit,452839990922051584.fit,452839990922051584,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
135354.13+093016.5,208.4755527,9.50460709,4872,0.016251376,75.6211,18.806608,-15.58660695,-,,,,238636,ALFALFA,,,,,,,,,,208.4775,9.506111111,208.4754167,9.504444444,4872,,135354.6+093022,135354.1+093016,45(  5),0.66(0.05),9.9,2.2,71.6,8.9,,,,,,,,,,,,,,,,,,,,
114624.08+134938.8,176.60034,13.82745,2693,0.008983,43.3509,17.603041,-15.5819496,-,,,,6747,ALFALFA,,,,,,,,,,176.5954167,13.82694444,176.6004167,13.82722222,2696,068-063,114622.9+134937,114624.1+134938,96(  4),7.05(0.07),58.7,2.09,41.2,9.45,4M2010 N4 52,4M2010 N4 52,,,,,pilot,,,,,,,,,,,,,
094250.94+045323.7,145.71225,4.88992,1955,0.006521,30.6217,16.848499,-15.5816475,-,,,,193813,ALFALFA,,,,,,,,,,145.7125,4.889722222,145.7120833,4.89,1939,,094251.0+045323,094250.9+045324,87(  6),0.66(0.05),7.3,2.13,30.3,8.15,,,,,,,,,,,,,,,,,,,,
112250.67+122041.6,170.71114,12.34489,1552,0.005176,27.8843,16.646898,-15.57990073,-,,t451995239658291200_ssub.fits,IC 2781,213512,SDSS,170.71114,12.344886,0.00502989022061229,1605,592,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-592.fit,451995239658291200.fit,451995239658291200,n,170.7129167,12.34638889,170.71125,12.34472222,1544,I2781,112251.1+122047,112250.7+122041,72(  6),1.25(0.05),15.4,2.12,17.5,7.96,,,,,,,pilot,,,,,,,,,,,,,
075922.00+140939.8,119.8416918,14.16105821,4698,0.01567097,66.7193,18.541416,-15.57984141,-,,,,174528,ALFALFA,,,,,,,,,,119.84,14.16722222,119.8420833,14.16055556,4698,,075921.6+141002,075922.1+140938,88( 11),1.14(0.06),12.3,2.19,69.1,9.11,,,,,,,,,,,,,,,,,,,,
095138.19+102622.9,147.90914,10.43971,3820,0.012743,57.2441,18.210245,-15.57840866,-,,t367833937650647040_ssub.fits,SDSS J095138.19+102622.9,,SDSS,147.90914,10.439712,0.0127413999289274,1306,472,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-472.fit,367833937650647040.fit,367833937650647040,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
080203.46+154238.5,120.51445,15.7107,4169.41949,0.0139078,59.6388,18.300177,-15.577467,-,,t638334468964220928_ssub.fits,,,SDSS,120.51445,15.7107,0.0139078004285693,2267,282,http://das.sdss.org/spectro/1d_26/2267/1d/spSpec-53713-2267-282.fit,638334468964220928.fit,638334468964220928,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152845.04+042420.6,232.18768,4.4057327,1787.22506,0.00596159,30.6038,16.86064,-15.56823678,-,,t516740929344765952_ssub.fits,,,SDSS,232.18768,4.4057327,0.00596158998087049,1835,186,http://das.sdss.org/spectro/1d_26/1835/1d/spSpec-54563-1835-186.fit,516740929344765952.fit,516740929344765952,n,,,,,,,,,,,,,,,,,,,,,,B+,3400,,,,,,,,,,,
114859.97+073158.2,177.2498827,7.5328343,5211,0.017382168,78.9984,18.923182,-15.56490948,-,,,,219246,ALFALFA,,,,,,,,,,177.2525,7.533055556,177.25,7.532777778,5211,,114900.6+073159,114900.0+073158,94(  6),0.81(0.05),8.6,2.14,76.5,9.05,,,,,,,,,,,,,,,,,,,,
132701.41+100323.0,201.7559,10.05639,1050,0.003502,19.2545,15.859325,-15.5633362,-,,t506886389976006656_ssub.fits,UGC 08450,8450,SDSS,201.75493,10.055933,0.00349539006128907,1800,448,http://das.sdss.org/spectro/1d_26/1800/1d/spSpec-53884-1800-448.fit,506886389976006656.fit,506886389976006656,n,201.7595833,10.05611111,201.755,10.05611111,1049,072-076,132702.3+100322,132701.2+100322,52(  1),3.24(0.06),40.2,2.48,16.3,8.31,,,,,,,pilot,,,,,,,,,,,,,
133643.82+083248.7,204.18262,8.54688,1247,0.004158,25.0216,16.433859,-15.557716,-,,,CGCG 073-051,232025,NED,,,,,,http://das.sdss.org/spectro/1d_26/1802/1d/spSpec-53885-1802-086.fit,507449342706057216.fit,507449342706057216,n,204.1833333,8.551111111,204.1816667,8.546388889,1166,073-051,133644.0+083304,133643.6+083247,45(  4),1.72(0.06),23.1,2.46,14.9,7.95,SDSS Spectrum - retrieve,,,,,,,,,,,,,,,,,,,
093353.56+091216.8,143.47317,9.20467,2360,0.007872,36.4206,17.262745,-15.54399048,-,,t367270973696638976_ssub.fits,SDSS J093353.56+091216.8,192354,SDSS,143.47315,9.2046953,0.0078645795583725,1304,206,http://das.sdss.org/spectro/1d_26/1304/1d/spSpec-52993-1304-206.fit,367270973696638976.fit,367270973696638976,n,143.4729167,9.206111111,143.4733333,9.204722222,2322,,093353.5+091222,093353.6+091217,102( 13),2.65(0.06),25.6,2.29,35.9,8.91,,,,,,,,,,,,,,,,,,,,
110233.73+070806.9,165.64058,7.13526,3268,0.0109,50.0652,17.957373,-15.54030678,-,,t282264042003759104_ssub.fits,SDSS J110233.73+070806.9,,SDSS,165.64058,7.1352627,0.0108473999425769,1002,594,http://das.sdss.org/spectro/1d_26/1002/1d/spSpec-52646-1002-594.fit,282264042003759104.fit,282264042003759104,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153507.89+122013.4,233.7829,12.337069,1868.797877,0.00623369,32.565,17.026316,-15.53743941,-,,t775415047173177344_ssub.fits,,257921,SDSS,233.7829,12.337069,0.00623368984088302,2754,545,http://das.sdss.org/spectro/1d_26/2754/1d/spSpec-54240-2754-545.fit,775415047173177344.fit,775415047173177344,n,233.7779167,12.32777778,233.7829167,12.33694444,1842,,153506.7+121940,153507.9+122013,47(  4),0.77(0.05),11.1,2.23,30.2,8.22,,,,,,,,C,,,,,,,,,,,,
092510.68+113158.7,141.2945,11.533,3671,0.012245,54.6471,18.15048,-15.537356,-,,t489994309727158272_ssub.fits,SDSS J092510.68+113158.8,,SDSS,141.29449,11.53301,0.0122146001085639,1740,533,http://das.sdss.org/spectro/1d_26/1740/1d/spSpec-53050-1740-533.fit,489994309727158272.fit,489994309727158272,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104431.01+134240.3,161.12921,13.7112,2853,0.009517,44.7462,17.716574,-15.5372068,-,,t492528901994577920_ssub.fits,SDSS J104431.00+134240.3,,NED,,,,,,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-276.fit,492528901994577920.fit,492528901994577920,n,,,,,,,,,,,,,,,SDSS Spectrum - retrieve,,,,,,pilot,,,,,,,,,,,,,
161020.22+100833.6,242.5842914,10.14266823,5122,0.017085293,78.465,18.94651,-15.5268699,-,,,,268141,ALFALFA,,,,,,,,,,242.5845833,10.14583333,242.5841667,10.14277778,5122,,161020.3+100845,161020.2+100834,52(  9),0.66(0.06),8.2,2.43,76.3,8.96,,,,,,,,,,,,,,,,,,,,
141919.49+154838.4,214.83124,15.81067,2199.622117,0.00733721,37.5151,17.34466,-15.52637054,-,,t773163212655820800_ssub.fits,,,SDSS,214.83124,15.81067,0.00733720976859331,2746,463,http://das.sdss.org/spectro/1d_26/2746/1d/spSpec-54232-2746-463.fit,773163212655820800.fit,773163212655820800,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120404.33+044847.0,181.01808,4.81308,2235,0.007454,36.3123,17.274063,-15.52620579,-,,t237226885442961408_ssub.fits,SDSS J120404.34+044847.1,224236,SDSS,181.01806,4.8131331,0.00745218992233276,842,440,http://das.sdss.org/spectro/1d_26/0842/1d/spSpec-52376-0842-440.fit,237226885442961408.fit,237226885442961408,n,181.0191667,4.811388889,181.0183333,4.813055556,2227,,120404.6+044841,120404.4+044847,119(  2),2.10(0.07),17.4,2.47,34.3,8.77,,,,,,,,,,,,,,,,,,,,
114444.05+150140.0,176.18356,15.02778,3357,0.011198,52.7493,18.089216,-15.5218675,-,,t495906684162539520_ssub.fits,SDSS J114444.05+150140.0,215197,SDSS,176.18356,15.027784,0.0112027004361153,1761,477,http://das.sdss.org/spectro/1d_26/1761/1d/spSpec-53376-1761-477.fit,495906684162539520.fit,495906684162539520,n,176.1775,15.035,176.1833333,15.02777778,3356,,114442.6+150206,114444.0+150140,100(  7),0.62(0.05),7.8,1.77,50.5,8.57,,,,,,,pilot,,,,,,,,,,,,,
103142.10+121656.6,157.92545,12.2824,2857,0.009529,44.8386,17.736982,-15.52127822,-,,t450306505472737280_ssub.fits,SDSS J103142.10+121656.6,,SDSS,157.92545,12.282401,0.00951941031962633,1599,523,http://das.sdss.org/spectro/1d_26/1599/1d/spSpec-53089-1599-523.fit,450306505472737280.fit,450306505472737280,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
093840.28+080809.8,144.66784,8.13608,3354,0.011189,50.5965,18.000006,-15.52059638,-,,t347566570484006912_ssub.fits,SDSS J093840.28+080809.8,,SDSS,144.66786,8.1360719,0.0112576996907592,1234,326,http://das.sdss.org/spectro/1d_26/1234/1d/spSpec-52724-1234-326.fit,347566570484006912.fit,347566570484006912,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154304.41+114436.8,235.7683958,11.74356606,4307,0.014366723,67.4324,18.62402,-15.52032309,-,,,,258154,ALFALFA,,,,,,,,,,235.7629167,11.74583333,235.7683333,11.74361111,4307,,154303.1+114445,154304.4+114437,88( 18),0.75(0.06),7.6,2.35,64.7,8.87,,,,,,,,,,,,,,,,,,,,
100649.54+111408.9,151.70644,11.23583,3124,0.01042,48.2062,17.895641,-15.51987349,-,,t368397132345901056_ssub.fits,SDSS J100649.54+111408.9,,SDSS,151.70643,11.235833,0.0104780001565814,1308,455,http://das.sdss.org/spectro/1d_26/1308/1d/spSpec-53053-1308-455.fit,368397132345901056.fit,368397132345901056,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
083641.15+051623.9,129.17146,5.27333,3116,0.010393,46.4177,17.820576,-15.51284209,-,,t334337177661997056_ssub.fits,SDSS J083641.15+051624.0,,SDSS,129.17139,5.2735846,0.0104948999360204,1187,279,http://das.sdss.org/spectro/1d_26/1187/1d/spSpec-52708-1187-279.fit,334337177661997056.fit,334337177661997056,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112608.29+040344.4,171.53458,4.06236,1510,0.005037,27.3008,16.670471,-15.51040587,-,,t235538033955307520_ssub.fits,SDSS J112608.29+040344.5,214319,SDSS,171.53457,4.0623643,0.00505026010796428,836,52,http://das.sdss.org/spectro/1d_26/0836/1d/spSpec-52376-0836-052.fit,235538033955307520.fit,235538033955307520,n,171.53125,4.060833333,171.5345833,4.0625,1525,,112607.5+040339,112608.3+040345,49(  5),0.86(0.05),11,2.47,25,8.1,,,,,,,,,,,,,,,,,,,,
083735.48+074831.0,129.39784,7.80863,1452,0.004843,22.4903,16.258831,-15.50114524,-,AA/SDS cz offset > 300,t365300521537372160_ssub.fits,2MASX J08373545+0748303,181770,SDSS,129.39784,7.8086337,0.00484282989054918,1297,570,http://das.sdss.org/spectro/1d_26/1297/1d/spSpec-52963-1297-570.fit,365300521537372160.fit,365300521537372160,n,129.40125,7.812777778,129.3979167,7.808611111,2006,discrepz,083736.3+074846,083735.5+074831,121(  3),2.43(0.07),21.5,2.29,31.2,8.75,,,,,,,,,,,,,,,,,,,,
115707.20+064031.5,179.28004,6.67542,2495,0.008322,40.0945,17.518194,-15.49723001,-,,t456781699443851264_ssub.fits,SDSS J115707.21+064031.5,215716,SDSS,179.28005,6.6754099,0.00832815002650023,1622,93,http://das.sdss.org/spectro/1d_26/1622/1d/spSpec-53385-1622-093.fit,456781699443851264.fit,456781699443851264,n,179.285,6.677777778,179.28,6.675277778,2513,,115708.4+064040,115707.2+064031,100( 13),0.94(0.07),8.6,2.44,38.3,8.51,,,,,,,,,,,,,,,,,,,,
103230.97+143902.0,158.12908,14.65058,3160,0.010541,49.2602,17.969292,-15.49318885,-,,t729815832732893184_ssub.fits,LSBC F638-03,202221,SDSS,158.12908,14.65058,0.0106229996308684,2592,86,http://das.sdss.org/spectro/1d_26/2592/1d/spSpec-54178-2592-086.fit,729815832732893184.fit,729815832732893184,n,158.1241667,14.65138889,158.1291667,14.64972222,3160,,103229.8+143905,103231.0+143859,38(  2),2.03(0.05),31.2,2.32,47.9,9.04,,,,,,,pilot,,,,,,,,,,,,,
155913.58+064715.2,239.80661,6.78758,2486,0.008292,41.1719,17.584694,-15.48831055,-,,t486901554369003520_ssub.fits,SDSS J155913.58+064715.2,258429,SDSS,239.80661,6.7875781,0.00816255994141102,1729,307,http://das.sdss.org/spectro/1d_26/1729/1d/spSpec-53858-1729-307.fit,486901554369003520.fit,486901554369003520,n,239.8120833,6.784166667,239.8070833,6.787222222,2468,,155914.9+064703,155913.7+064714,104( 31),0.99(0.06),8.8,2.45,38.6,8.54,,,,,,,,,,,,,,,,,,,,
094705.74+095105.7,146.77392,9.85161,3038,0.010134,46.238,17.837307,-15.487688,-,,t367833936983752704_ssub.fits,SDSS J094705.74+095105.8,,SDSS,146.77392,9.8516132,0.0101429997012019,1306,313,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-313.fit,367833936983752704.fit,367833936983752704,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104917.22+122518.3,162.32176,12.42176,1383,0.004613,24.679,16.474543,-15.487095,-,companion,,CGCG 066-029,200603,SDSS,162.32194,12.42051,0.00390985980629921,1601,567,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-567.fit,450869567279857664.fit,450869567279857664,e,162.3141667,12.43,162.32125,12.42222222,1376,066-029,104915.4+122548,104917.1+122520,68(  2),4.22(0.05),62.6,1.82,17.5,8.48,MDM2009 N6 360,,MDM2009 N6 360,,,,pilot,,,,,,,,,,,,,
093301.30+101945.4,143.25545,10.32928,3477,0.011598,52.1083,18.099234,-15.485301,-,,t367270974275452928_ssub.fits,SDSS J093301.30+101945.4,,SDSS,143.25545,10.329294,0.0116520998999476,1304,344,http://das.sdss.org/spectro/1d_26/1304/1d/spSpec-52993-1304-344.fit,367270974275452928.fit,367270974275452928,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105018.96+131618.6,162.57901,13.27186,1073,0.003579,17.5023,15.733556,-15.48192,-,,t492528901113774080_ssub.fits,UGC 05944,,SDSS,162.57901,13.271856,0.00360546004958451,1749,66,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-066.fit,492528901113774080.fit,492528901113774080,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
093020.57+132729.8,142.58574,13.458285,2520.085618,0.00840617,38.8431,17.465965,-15.48060441,-,,t725874820029349888_ssub.fits,,,SDSS,142.58574,13.458285,0.00840616971254349,2578,573,http://das.sdss.org/spectro/1d_26/2578/1d/spSpec-54093-2578-573.fit,725874820029349888.fit,725874820029349888,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153611.06+075125.0,234.04611,7.85696,3363,0.011219,54.0678,18.189264,-15.47542949,-,,t485494183772028928_ssub.fits,SDSS J153611.06+075125.0,,SDSS,234.04611,7.8569596,0.0112145002931356,1724,305,http://das.sdss.org/spectro/1d_26/1724/1d/spSpec-53859-1724-305.fit,485494183772028928.fit,485494183772028928,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
